"","p","replicate","betac","carrying","extinction_t","extinct","disease_gone","min_s","final_s","final_i"
"6292",0.6,8,30,2100,5.44696244539459,FALSE,FALSE,7,7,0
"6293",0.6,8,34.37,2100,6.25153990340373,TRUE,FALSE,2,2,3
"6294",0.6,8,25,2100,0.108684760309211,FALSE,FALSE,1000,1047,0
"6295",0.6,9,30,2100,8.6464884506352,FALSE,FALSE,7,13,0
"6296",0.6,9,34.37,2100,5.79565771534468,TRUE,FALSE,2,2,3
"6297",0.6,9,25,2100,7.18147303366813,FALSE,FALSE,4,9,0
"6298",0.6,10,30,2100,6.73426995507741,TRUE,FALSE,2,3,2
"6299",0.6,10,34.37,2100,6.78330615836288,FALSE,FALSE,5,6,0
"6300",0.6,10,25,2100,7.93568179224051,TRUE,FALSE,3,3,2
"6301",0.65,1,30,210,3.60114228551654,TRUE,FALSE,3,3,2
"6302",0.65,1,34.37,210,0.0340059404945015,FALSE,FALSE,99,101,0
"6303",0.65,1,25,210,2.78214364350622,FALSE,FALSE,16,19,0
"6304",0.65,2,30,210,4.08166953022396,TRUE,FALSE,2,2,3
"6305",0.65,2,34.37,210,2.31352631368768,FALSE,FALSE,8,8,0
"6306",0.65,2,25,210,0.633148621413592,FALSE,FALSE,102,104,0
"6307",0.65,3,30,210,3.08165728038562,FALSE,FALSE,6,7,0
"6308",0.65,3,34.37,210,4.16636307874577,TRUE,FALSE,1,1,4
"6309",0.65,3,25,210,6.52261491138237,FALSE,FALSE,5,6,0
"6310",0.65,4,30,210,2.97469365850624,TRUE,FALSE,2,2,3
"6311",0.65,4,34.37,210,3.79706672636751,TRUE,FALSE,3,4,1
"6312",0.65,4,25,210,4.39964489524699,TRUE,FALSE,3,5,0
"6313",0.65,5,30,210,3.15056118209818,TRUE,FALSE,4,4,1
"6314",0.65,5,34.37,210,3.41705280240049,FALSE,FALSE,9,13,0
"6315",0.65,5,25,210,2.24580596502189,TRUE,FALSE,3,3,2
"6316",0.65,6,30,210,2.56370995042347,TRUE,FALSE,3,3,2
"6317",0.65,6,34.37,210,3.60548099608166,FALSE,FALSE,9,9,0
"6318",0.65,6,25,210,0.114040320126356,FALSE,FALSE,101,102,0
"6319",0.65,7,30,210,2.23604364299073,FALSE,FALSE,13,13,0
"6320",0.65,7,34.37,210,3.37665586275721,TRUE,FALSE,5,5,0
"6321",0.65,7,25,210,3.22428988865396,TRUE,FALSE,2,2,3
"6322",0.65,8,30,210,3.83788169341062,TRUE,FALSE,2,3,2
"6323",0.65,8,34.37,210,3.75558156698484,TRUE,FALSE,2,2,3
"6324",0.65,8,25,210,0.132239244933905,FALSE,FALSE,102,113,0
"6325",0.65,9,30,210,3.91537407404742,FALSE,FALSE,7,8,0
"6326",0.65,9,34.37,210,3.14847089002639,FALSE,FALSE,7,12,0
"6327",0.65,9,25,210,6.19276821428573,FALSE,FALSE,6,8,0
"6328",0.65,10,30,210,3.88688061437657,TRUE,FALSE,2,2,3
"6329",0.65,10,34.37,210,3.69290665507439,TRUE,FALSE,3,3,2
"6330",0.65,10,25,210,3.35933097245795,FALSE,FALSE,10,11,0
"6331",0.65,1,30,2100,5.61967913743791,TRUE,FALSE,1,1,4
"6332",0.65,1,34.37,2100,5.3862052096013,FALSE,FALSE,10,10,0
"6333",0.65,1,25,2100,6.91204353342974,TRUE,FALSE,4,4,1
"6334",0.65,2,30,2100,0.0458121431536967,FALSE,FALSE,1000,1038,0
"6335",0.65,2,34.37,2100,7.33187435910448,FALSE,FALSE,5,8,0
"6336",0.65,2,25,2100,0.0218374492669645,FALSE,FALSE,1000,1041,0
"6337",0.65,3,30,2100,6.19786445782445,FALSE,FALSE,6,6,0
"6338",0.65,3,34.37,2100,5.39801692902433,FALSE,FALSE,5,7,0
"6339",0.65,3,25,2100,7.08396069198204,TRUE,FALSE,3,3,2
"6340",0.65,4,30,2100,5.69676846111208,TRUE,FALSE,3,3,2
"6341",0.65,4,34.37,2100,5.89418287998397,TRUE,FALSE,3,3,2
"6342",0.65,4,25,2100,6.35946394247129,FALSE,FALSE,14,14,0
"6343",0.65,5,30,2100,7.28528566923174,FALSE,FALSE,5,6,0
"6344",0.65,5,34.37,2100,6.05611201988901,FALSE,FALSE,8,11,0
"6345",0.65,5,25,2100,7.42838335879355,FALSE,FALSE,3,6,0
"6346",0.65,6,30,2100,6.26052672724436,FALSE,FALSE,3,6,0
"6347",0.65,6,34.37,2100,6.41773648475988,TRUE,FALSE,3,3,2
"6348",0.65,6,25,2100,7.48493680077187,FALSE,FALSE,8,8,0
"6349",0.65,7,30,2100,7.45283772970931,FALSE,FALSE,12,22,0
"6350",0.65,7,34.37,2100,5.09480558241142,TRUE,FALSE,4,4,1
"6351",0.65,7,25,2100,8.39688997852815,TRUE,FALSE,4,4,1
"6352",0.65,8,30,2100,5.72085057658978,TRUE,FALSE,5,5,0
"6353",0.65,8,34.37,2100,6.0925907308855,FALSE,FALSE,5,8,0
"6354",0.65,8,25,2100,6.76845650643482,FALSE,FALSE,4,6,0
"6355",0.65,9,30,2100,0.120553524215377,FALSE,FALSE,1000,1030,0
"6356",0.65,9,34.37,2100,6.8313682342268,TRUE,FALSE,3,3,2
"6357",0.65,9,25,2100,7.23037975521708,TRUE,FALSE,4,4,1
"6358",0.65,10,30,2100,5.51544860178885,FALSE,FALSE,11,13,0
"6359",0.65,10,34.37,2100,5.23110041172916,TRUE,FALSE,2,2,3
"6360",0.65,10,25,2100,7.58244953821602,FALSE,FALSE,14,14,0
"6361",0.7,1,30,210,2.72650320028423,TRUE,FALSE,3,3,2
"6362",0.7,1,34.37,210,0.408561149731333,FALSE,FALSE,93,98,0
"6363",0.7,1,25,210,0.232532050858547,FALSE,FALSE,95,103,0
"6364",0.7,2,30,210,3.2786176594831,TRUE,FALSE,3,3,2
"6365",0.7,2,34.37,210,2.86977684958286,TRUE,FALSE,2,2,3
"6366",0.7,2,25,210,4.64460954278586,TRUE,FALSE,3,4,1
"6367",0.7,3,30,210,4.71437806576823,TRUE,FALSE,2,2,3
"6368",0.7,3,34.37,210,3.44930041448546,FALSE,FALSE,6,9,0
"6369",0.7,3,25,210,3.22137343239356,FALSE,FALSE,9,10,0
"6370",0.7,4,30,210,3.14005448675238,FALSE,FALSE,11,11,0
"6371",0.7,4,34.37,210,4.20546387781315,TRUE,FALSE,3,3,2
"6372",0.7,4,25,210,0.551224228048885,FALSE,FALSE,96,100,0
"6373",0.7,5,30,210,4.1277812932497,FALSE,FALSE,5,9,0
"6374",0.7,5,34.37,210,2.87915829755783,TRUE,FALSE,5,5,0
"6375",0.7,5,25,210,0.130214392903674,FALSE,FALSE,100,100,0
"6376",0.7,6,30,210,2.09251122721827,TRUE,FALSE,0,0,5
"6377",0.7,6,34.37,210,4.21893450975499,TRUE,FALSE,3,3,2
"6378",0.7,6,25,210,3.18572780191742,FALSE,FALSE,4,6,0
"6379",0.7,7,30,210,3.18682562797194,FALSE,FALSE,8,8,0
"6380",0.7,7,34.37,210,4.20304189245814,TRUE,FALSE,3,4,1
"6381",0.7,7,25,210,2.14037511836122,FALSE,FALSE,18,19,0
"6382",0.7,8,30,210,2.25841145256044,FALSE,FALSE,19,19,0
"6383",0.7,8,34.37,210,2.28547872958864,FALSE,FALSE,9,15,0
"6384",0.7,8,25,210,3.23667128720702,FALSE,FALSE,12,19,0
"6385",0.7,9,30,210,3.78564820297125,TRUE,FALSE,3,3,2
"6386",0.7,9,34.37,210,3.28318419541184,TRUE,FALSE,1,1,4
"6387",0.7,9,25,210,3.51183850206879,TRUE,FALSE,4,4,1
"6388",0.7,10,30,210,2.76361367120294,FALSE,FALSE,10,11,0
"6389",0.7,10,34.37,210,2.89636592585748,TRUE,FALSE,4,4,1
"6390",0.7,10,25,210,3.43321922755815,TRUE,FALSE,3,3,2
"6391",0.7,1,30,2100,6.17231464746848,FALSE,FALSE,3,6,0
"6392",0.7,1,34.37,2100,7.42248041079427,TRUE,FALSE,5,5,0
"6393",0.7,1,25,2100,8.68578291804281,FALSE,FALSE,2,7,0
"6394",0.7,2,30,2100,0.589289238381819,FALSE,FALSE,1000,1065,0
"6395",0.7,2,34.37,2100,7.12652955475681,TRUE,FALSE,3,3,2
"6396",0.7,2,25,2100,6.13614110998674,FALSE,FALSE,14,19,0
"6397",0.7,3,30,2100,6.0470919768441,TRUE,FALSE,3,3,2
"6398",0.7,3,34.37,2100,6.18012651482927,TRUE,FALSE,1,1,4
"6399",0.7,3,25,2100,5.96865787511807,FALSE,FALSE,8,8,0
"6400",0.7,4,30,2100,6.12516298307514,TRUE,FALSE,2,2,3
"6401",0.7,4,34.37,2100,6.81085918633014,TRUE,FALSE,3,3,2
"6402",0.7,4,25,2100,7.69036575586723,TRUE,FALSE,5,5,0
"6403",0.7,5,30,2100,6.53096016804403,FALSE,FALSE,7,7,0
"6404",0.7,5,34.37,2100,6.25090604843228,FALSE,FALSE,7,7,0
"6405",0.7,5,25,2100,6.83295295680181,FALSE,FALSE,3,6,0
"6406",0.7,6,30,2100,5.29590159873936,FALSE,FALSE,22,23,0
"6407",0.7,6,34.37,2100,5.65244031142347,TRUE,FALSE,0,0,5
"6408",0.7,6,25,2100,7.90279492240084,FALSE,FALSE,7,7,0
"6409",0.7,7,30,2100,5.66421922255082,FALSE,FALSE,6,15,0
"6410",0.7,7,34.37,2100,6.92309190229584,FALSE,FALSE,16,16,0
"6411",0.7,7,25,2100,5.59325490068968,TRUE,FALSE,1,3,2
"6412",0.7,8,30,2100,5.4703428756764,TRUE,FALSE,4,4,1
"6413",0.7,8,34.37,2100,5.90981113910705,FALSE,FALSE,4,8,0
"6414",0.7,8,25,2100,5.83426271121934,FALSE,FALSE,13,13,0
"6415",0.7,9,30,2100,6.25942619394379,TRUE,FALSE,4,4,1
"6416",0.7,9,34.37,2100,0.204483213399776,FALSE,FALSE,1000,1070,0
"6417",0.7,9,25,2100,7.52831420199869,FALSE,FALSE,4,7,0
"6418",0.7,10,30,2100,7.79620043279984,FALSE,FALSE,4,7,0
"6419",0.7,10,34.37,2100,0.280387322704157,FALSE,FALSE,1000,1029,0
"6420",0.7,10,25,2100,5.92025597742579,FALSE,FALSE,20,20,0
"6421",0.75,1,30,210,2.88516091951772,FALSE,FALSE,7,8,0
"6422",0.75,1,34.37,210,2.853635007425,FALSE,FALSE,17,18,0
"6423",0.75,1,25,210,3.58190945264547,FALSE,FALSE,6,8,0
"6424",0.75,2,30,210,2.84630181025446,TRUE,FALSE,1,1,4
"6425",0.75,2,34.37,210,3.11511808910122,TRUE,FALSE,3,4,1
"6426",0.75,2,25,210,3.41373180293175,TRUE,FALSE,3,3,2
"6427",0.75,3,30,210,4.08245399995194,TRUE,FALSE,3,4,1
"6428",0.75,3,34.37,210,3.10205409582698,FALSE,FALSE,6,7,0
"6429",0.75,3,25,210,3.31970611755387,FALSE,FALSE,15,17,0
"6430",0.75,4,30,210,3.58856666828868,TRUE,FALSE,3,3,2
"6431",0.75,4,34.37,210,2.83524490767135,TRUE,FALSE,2,2,3
"6432",0.75,4,25,210,3.42083654871445,FALSE,FALSE,10,10,0
"6433",0.75,5,30,210,2.94630726989804,TRUE,FALSE,4,4,1
"6434",0.75,5,34.37,210,4.36244683228629,TRUE,FALSE,4,4,1
"6435",0.75,5,25,210,5.00566251704266,TRUE,FALSE,5,5,0
"6436",0.75,6,30,210,4.06832972193811,FALSE,FALSE,8,10,0
"6437",0.75,6,34.37,210,3.83795948353176,TRUE,FALSE,1,2,3
"6438",0.75,6,25,210,3.42177832341382,TRUE,FALSE,3,3,2
"6439",0.75,7,30,210,3.40177858689673,TRUE,FALSE,2,2,3
"6440",0.75,7,34.37,210,0.128703105707741,FALSE,FALSE,98,102,0
"6441",0.75,7,25,210,3.69250805876544,TRUE,FALSE,2,2,3
"6442",0.75,8,30,210,3.40489851251109,FALSE,FALSE,8,9,0
"6443",0.75,8,34.37,210,2.98559293899959,TRUE,FALSE,4,4,1
"6444",0.75,8,25,210,3.26273639544814,FALSE,FALSE,9,10,0
"6445",0.75,9,30,210,0.234804715356391,FALSE,FALSE,99,112,0
"6446",0.75,9,34.37,210,2.27658689782017,FALSE,FALSE,18,20,0
"6447",0.75,9,25,210,3.52073742113839,FALSE,FALSE,9,10,0
"6448",0.75,10,30,210,2.56478065097557,FALSE,FALSE,18,18,0
"6449",0.75,10,34.37,210,4.20233307640679,TRUE,FALSE,2,2,3
"6450",0.75,10,25,210,3.94892923001884,TRUE,FALSE,2,2,3
"6451",0.75,1,30,2100,5.53469255182838,TRUE,FALSE,4,5,0
"6452",0.75,1,34.37,2100,5.82827029641816,TRUE,FALSE,4,5,0
"6453",0.75,1,25,2100,5.81805531105303,FALSE,FALSE,7,9,0
"6454",0.75,2,30,2100,5.56511948951088,FALSE,FALSE,14,15,0
"6455",0.75,2,34.37,2100,5.24196587770909,FALSE,FALSE,9,9,0
"6456",0.75,2,25,2100,6.33516681879231,FALSE,FALSE,13,13,0
"6457",0.75,3,30,2100,6.33966018206259,TRUE,FALSE,5,5,0
"6458",0.75,3,34.37,2100,5.61397853100074,FALSE,FALSE,6,6,0
"6459",0.75,3,25,2100,0.275307664921773,FALSE,FALSE,1000,1036,0
"6460",0.75,4,30,2100,6.57717814863757,FALSE,FALSE,4,7,0
"6461",0.75,4,34.37,2100,4.87175180120531,FALSE,FALSE,18,19,0
"6462",0.75,4,25,2100,5.57592892045986,FALSE,FALSE,18,22,0
"6463",0.75,5,30,2100,6.12881430939999,TRUE,FALSE,4,4,1
"6464",0.75,5,34.37,2100,4.85932666621294,FALSE,FALSE,10,12,0
"6465",0.75,5,25,2100,5.63825705808372,FALSE,FALSE,15,20,0
"6466",0.75,6,30,2100,5.46860843281139,FALSE,FALSE,15,18,0
"6467",0.75,6,34.37,2100,5.65024752758149,FALSE,FALSE,17,24,0
"6468",0.75,6,25,2100,0.143358040056277,FALSE,FALSE,1000,1052,0
"6469",0.75,7,30,2100,6.7590751445778,FALSE,FALSE,10,16,0
"6470",0.75,7,34.37,2100,5.56769591272741,TRUE,FALSE,1,1,4
"6471",0.75,7,25,2100,0.0495210839287409,FALSE,FALSE,1000,1050,0
"6472",0.75,8,30,2100,0.258148761543641,FALSE,FALSE,1000,1024,0
"6473",0.75,8,34.37,2100,5.16360729966434,FALSE,FALSE,8,8,0
"6474",0.75,8,25,2100,8.08538304610009,FALSE,FALSE,6,10,0
"6475",0.75,9,30,2100,7.89344548032038,FALSE,FALSE,7,10,0
"6476",0.75,9,34.37,2100,5.32562933668098,TRUE,FALSE,3,3,2
"6477",0.75,9,25,2100,7.49474497069145,FALSE,FALSE,10,10,0
"6478",0.75,10,30,2100,5.32665067284161,TRUE,FALSE,4,4,1
"6479",0.75,10,34.37,2100,4.50361928466573,FALSE,FALSE,29,29,0
"6480",0.75,10,25,2100,6.73240905730267,TRUE,FALSE,4,4,1
"6481",0.8,1,30,210,3.08426689355661,TRUE,FALSE,4,5,0
"6482",0.8,1,34.37,210,3.14213744587124,TRUE,FALSE,1,1,4
"6483",0.8,1,25,210,3.03624022519584,TRUE,FALSE,2,3,2
"6484",0.8,2,30,210,2.58688686096147,FALSE,FALSE,9,10,0
"6485",0.8,2,34.37,210,2.61642648835248,TRUE,FALSE,1,1,4
"6486",0.8,2,25,210,3.96990284723221,TRUE,FALSE,3,3,2
"6487",0.8,3,30,210,3.8364993108567,TRUE,FALSE,3,5,0
"6488",0.8,3,34.37,210,3.92536476005346,TRUE,FALSE,2,2,3
"6489",0.8,3,25,210,4.29418850429339,FALSE,FALSE,6,6,0
"6490",0.8,4,30,210,0.682670491593911,FALSE,FALSE,87,88,0
"6491",0.8,4,34.37,210,3.55128561361936,FALSE,FALSE,6,8,0
"6492",0.8,4,25,210,4.48962713816353,TRUE,FALSE,5,5,0
"6493",0.8,5,30,210,4.35707055754002,FALSE,FALSE,5,6,0
"6494",0.8,5,34.37,210,2.83423035081618,TRUE,FALSE,2,2,3
"6495",0.8,5,25,210,3.02530493041095,FALSE,FALSE,8,9,0
"6496",0.8,6,30,210,2.52999271527094,FALSE,FALSE,14,18,0
"6497",0.8,6,34.37,210,3.50292716089202,TRUE,FALSE,3,3,2
"6498",0.8,6,25,210,3.86473459162408,TRUE,FALSE,3,3,2
"6499",0.8,7,30,210,2.9785088508399,FALSE,FALSE,5,7,0
"6500",0.8,7,34.37,210,0.0885191146984853,FALSE,FALSE,102,105,0
"6501",0.8,7,25,210,2.41925855324089,FALSE,FALSE,9,9,0
"6502",0.8,8,30,210,2.71972206523547,TRUE,FALSE,2,3,2
"6503",0.8,8,34.37,210,3.02692845791649,FALSE,FALSE,8,11,0
"6504",0.8,8,25,210,2.46732023983516,FALSE,FALSE,11,11,0
"6505",0.8,9,30,210,3.24274422177488,FALSE,FALSE,7,7,0
"6506",0.8,9,34.37,210,2.95960486732425,FALSE,FALSE,7,7,0
"6507",0.8,9,25,210,2.00943762048185,FALSE,FALSE,22,28,0
"6508",0.8,10,30,210,3.78073611078641,TRUE,FALSE,4,4,1
"6509",0.8,10,34.37,210,3.52366472418359,TRUE,FALSE,4,4,1
"6510",0.8,10,25,210,3.65849380271124,FALSE,FALSE,6,7,0
"6511",0.8,1,30,2100,5.50286218527431,FALSE,FALSE,16,16,0
"6512",0.8,1,34.37,2100,5.21129118597027,FALSE,FALSE,14,16,0
"6513",0.8,1,25,2100,7.31620480509397,TRUE,FALSE,4,4,1
"6514",0.8,2,30,2100,5.4766083408976,FALSE,FALSE,9,9,0
"6515",0.8,2,34.37,2100,0.242040094427176,FALSE,FALSE,1000,1033,0
"6516",0.8,2,25,2100,7.30669786205616,FALSE,FALSE,11,13,0
"6517",0.8,3,30,2100,0.0566676857436895,FALSE,FALSE,1000,1049,0
"6518",0.8,3,34.37,2100,5.13189730974034,FALSE,FALSE,12,17,0
"6519",0.8,3,25,2100,6.40747878902148,FALSE,FALSE,18,18,0
"6520",0.8,4,30,2100,6.1798577561733,TRUE,FALSE,3,3,2
"6521",0.8,4,34.37,2100,5.0078540405141,TRUE,FALSE,4,4,1
"6522",0.8,4,25,2100,8.02713451727224,TRUE,FALSE,4,4,1
"6523",0.8,5,30,2100,5.2370021113723,TRUE,FALSE,4,4,1
"6524",0.8,5,34.37,2100,5.77386377590044,TRUE,FALSE,5,5,0
"6525",0.8,5,25,2100,6.73834625377784,TRUE,FALSE,4,4,1
"6526",0.8,6,30,2100,6.21046128397876,FALSE,FALSE,9,9,0
"6527",0.8,6,34.37,2100,4.87552676103019,FALSE,FALSE,12,12,0
"6528",0.8,6,25,2100,5.0976744035939,FALSE,FALSE,17,21,0
"6529",0.8,7,30,2100,0.0632928911437808,FALSE,FALSE,1000,1045,0
"6530",0.8,7,34.37,2100,4.84919943666979,TRUE,FALSE,3,5,0
"6531",0.8,7,25,2100,6.33623417167967,TRUE,FALSE,2,2,3
"6532",0.8,8,30,2100,6.1910106099972,TRUE,FALSE,4,4,1
"6533",0.8,8,34.37,2100,5.62160550972046,TRUE,FALSE,4,4,1
"6534",0.8,8,25,2100,0.412989393392653,FALSE,FALSE,1000,1059,0
"6535",0.8,9,30,2100,5.36025121802787,FALSE,FALSE,21,21,0
"6536",0.8,9,34.37,2100,6.15549664151802,FALSE,FALSE,6,10,0
"6537",0.8,9,25,2100,7.22594594251737,FALSE,FALSE,12,12,0
"6538",0.8,10,30,2100,4.82807617087885,TRUE,FALSE,1,1,4
"6539",0.8,10,34.37,2100,0.195236533981031,FALSE,FALSE,1000,1053,0
"6540",0.8,10,25,2100,6.41592782289297,TRUE,FALSE,4,4,1
"6541",0.85,1,30,210,2.85799575382173,FALSE,FALSE,4,6,0
"6542",0.85,1,34.37,210,0.158256329487234,FALSE,FALSE,97,105,0
"6543",0.85,1,25,210,0.555813754588387,FALSE,FALSE,98,102,0
"6544",0.85,2,30,210,0.440289464315107,FALSE,FALSE,87,88,0
"6545",0.85,2,34.37,210,4.2334254740793,TRUE,FALSE,3,3,2
"6546",0.85,2,25,210,4.20576438964722,TRUE,FALSE,3,3,2
"6547",0.85,3,30,210,3.50733615313129,TRUE,FALSE,3,4,1
"6548",0.85,3,34.37,210,0.446601117753765,FALSE,FALSE,95,99,0
"6549",0.85,3,25,210,1.30892518827895,FALSE,FALSE,63,63,0
"6550",0.85,4,30,210,2.55343239620929,FALSE,FALSE,11,11,0
"6551",0.85,4,34.37,210,0.230018597676553,FALSE,FALSE,97,97,0
"6552",0.85,4,25,210,3.50026047740592,TRUE,FALSE,4,4,1
"6553",0.85,5,30,210,0.0484436106754343,FALSE,FALSE,102,104,0
"6554",0.85,5,34.37,210,0.0424424350940238,FALSE,FALSE,97,97,0
"6555",0.85,5,25,210,4.83111908789554,FALSE,FALSE,6,7,0
"6556",0.85,6,30,210,0.0807259673241734,FALSE,FALSE,102,105,0
"6557",0.85,6,34.37,210,2.01995895349648,FALSE,FALSE,12,13,0
"6558",0.85,6,25,210,4.22761946565047,FALSE,FALSE,5,6,0
"6559",0.85,7,30,210,0.222036462127292,FALSE,FALSE,99,101,0
"6560",0.85,7,34.37,210,1.93679995382416,TRUE,FALSE,3,3,2
"6561",0.85,7,25,210,0.110877680201077,FALSE,FALSE,99,100,0
"6562",0.85,8,30,210,1.67875601627717,FALSE,FALSE,25,25,0
"6563",0.85,8,34.37,210,2.33348917800854,FALSE,FALSE,9,12,0
"6564",0.85,8,25,210,4.26611998367286,TRUE,FALSE,3,3,2
"6565",0.85,9,30,210,2.69093056215204,FALSE,FALSE,8,8,0
"6566",0.85,9,34.37,210,2.76230708417287,TRUE,FALSE,1,1,4
"6567",0.85,9,25,210,0.620090788408677,FALSE,FALSE,81,83,0
"6568",0.85,10,30,210,2.50006460936914,FALSE,FALSE,12,12,0
"6569",0.85,10,34.37,210,1.92510529715768,FALSE,FALSE,21,22,0
"6570",0.85,10,25,210,0.670188485700947,FALSE,FALSE,91,98,0
"6571",0.85,1,30,2100,0.295765528606471,FALSE,FALSE,1000,1056,0
"6572",0.85,1,34.37,2100,0.2980511948928,FALSE,FALSE,1000,1075,0
"6573",0.85,1,25,2100,5.97340582284386,FALSE,FALSE,11,14,0
"6574",0.85,2,30,2100,5.23539917159916,FALSE,FALSE,8,9,0
"6575",0.85,2,34.37,2100,4.93332772017124,FALSE,FALSE,8,8,0
"6576",0.85,2,25,2100,5.61440801288959,TRUE,FALSE,2,2,3
"6577",0.85,3,30,2100,4.35609223178859,FALSE,FALSE,11,11,0
"6578",0.85,3,34.37,2100,3.60381950975671,FALSE,FALSE,33,35,0
"6579",0.85,3,25,2100,6.47484697977836,FALSE,FALSE,31,38,0
"6580",0.85,4,30,2100,4.99987705822364,FALSE,FALSE,14,17,0
"6581",0.85,4,34.37,2100,5.00307756624528,TRUE,FALSE,1,1,4
"6582",0.85,4,25,2100,0.141848737662238,FALSE,FALSE,1000,1038,0
"6583",0.85,5,30,2100,5.08724902074846,FALSE,FALSE,7,8,0
"6584",0.85,5,34.37,2100,4.51080835562728,TRUE,FALSE,5,5,0
"6585",0.85,5,25,2100,7.82992649767361,TRUE,FALSE,3,3,2
"6586",0.85,6,30,2100,5.05935420040572,TRUE,FALSE,5,5,0
"6587",0.85,6,34.37,2100,0.126000618175603,FALSE,FALSE,1000,1044,0
"6588",0.85,6,25,2100,6.21635346815162,FALSE,FALSE,8,8,0
"6589",0.85,7,30,2100,5.36779529035832,FALSE,FALSE,8,9,0
"6590",0.85,7,34.37,2100,5.29555455319963,TRUE,FALSE,1,1,4
"6591",0.85,7,25,2100,0.209865006003997,FALSE,FALSE,1000,1031,0
"6592",0.85,8,30,2100,4.99897501769781,FALSE,FALSE,10,11,0
"6593",0.85,8,34.37,2100,4.96275537605581,FALSE,FALSE,7,7,0
"6594",0.85,8,25,2100,7.55386326021421,FALSE,FALSE,20,20,0
"6595",0.85,9,30,2100,4.76139436036884,FALSE,FALSE,16,16,0
"6596",0.85,9,34.37,2100,4.62459030002332,FALSE,FALSE,13,15,0
"6597",0.85,9,25,2100,8.22187014692207,FALSE,FALSE,6,8,0
"6598",0.85,10,30,2100,6.08095386614566,FALSE,FALSE,6,11,0
"6599",0.85,10,34.37,2100,5.42187633474819,TRUE,FALSE,3,3,2
"6600",0.85,10,25,2100,0.130915929816154,FALSE,FALSE,1000,1042,0
"6601",0.9,1,30,210,4.80959993720007,FALSE,FALSE,11,11,0
"6602",0.9,1,34.37,210,0.000939072923741828,FALSE,FALSE,103,103,0
"6603",0.9,1,25,210,0.361153319116588,FALSE,FALSE,98,98,0
"6604",0.9,2,30,210,2.43314149883404,TRUE,FALSE,1,1,4
"6605",0.9,2,34.37,210,2.92503979813148,TRUE,FALSE,3,3,2
"6606",0.9,2,25,210,2.86529405856944,FALSE,FALSE,11,11,0
"6607",0.9,3,30,210,2.86574055114258,FALSE,FALSE,6,6,0
"6608",0.9,3,34.37,210,4.60380813559659,TRUE,FALSE,4,4,1
"6609",0.9,3,25,210,5.0925730095543,TRUE,FALSE,5,5,0
"6610",0.9,4,30,210,3.50875640435487,TRUE,FALSE,4,4,1
"6611",0.9,4,34.37,210,3.39397724089363,TRUE,FALSE,4,5,0
"6612",0.9,4,25,210,0.200745876715556,FALSE,FALSE,96,101,0
"6613",0.9,5,30,210,3.11101957082392,FALSE,FALSE,8,8,0
"6614",0.9,5,34.37,210,3.19112670271883,TRUE,FALSE,4,4,1
"6615",0.9,5,25,210,3.08764656245023,TRUE,FALSE,3,3,2
"6616",0.9,6,30,210,0.0627944512580063,FALSE,FALSE,102,107,0
"6617",0.9,6,34.37,210,2.04380735878479,FALSE,FALSE,8,11,0
"6618",0.9,6,25,210,3.61506517337828,FALSE,FALSE,44,45,0
"6619",0.9,7,30,210,2.36945573933819,FALSE,FALSE,21,21,0
"6620",0.9,7,34.37,210,1.53450198792007,FALSE,FALSE,23,23,0
"6621",0.9,7,25,210,0.174968066336586,FALSE,FALSE,103,103,0
"6622",0.9,8,30,210,3.11643194139295,TRUE,FALSE,2,4,1
"6623",0.9,8,34.37,210,3.04246930846861,TRUE,FALSE,3,3,2
"6624",0.9,8,25,210,2.55485085669187,FALSE,FALSE,14,14,0
"6625",0.9,9,30,210,0.0773776204492413,FALSE,FALSE,99,103,0
"6626",0.9,9,34.37,210,2.6472814675457,FALSE,FALSE,6,11,0
"6627",0.9,9,25,210,0.0990200752588364,FALSE,FALSE,101,104,0
"6628",0.9,10,30,210,3.10309693969208,FALSE,FALSE,13,15,0
"6629",0.9,10,34.37,210,2.15946638481364,FALSE,FALSE,21,21,0
"6630",0.9,10,25,210,3.49106060771759,TRUE,FALSE,5,5,0
"6631",0.9,1,30,2100,4.97110207154018,FALSE,FALSE,6,6,0
"6632",0.9,1,34.37,2100,0.305582748936441,FALSE,FALSE,1000,1038,0
"6633",0.9,1,25,2100,0.0573901893051093,FALSE,FALSE,1000,1043,0
"6634",0.9,2,30,2100,5.47421292892642,TRUE,FALSE,4,4,1
"6635",0.9,2,34.37,2100,3.95473723378771,FALSE,FALSE,10,12,0
"6636",0.9,2,25,2100,6.35755798447077,FALSE,FALSE,25,30,0
"6637",0.9,3,30,2100,0.0586990114764245,FALSE,FALSE,1000,1035,0
"6638",0.9,3,34.37,2100,4.37094417065105,TRUE,FALSE,1,1,4
"6639",0.9,3,25,2100,8.32397564592116,FALSE,FALSE,9,14,0
"6640",0.9,4,30,2100,5.94531159995599,TRUE,FALSE,4,5,0
"6641",0.9,4,34.37,2100,4.65608005033783,TRUE,FALSE,4,4,1
"6642",0.9,4,25,2100,6.16126457806273,FALSE,FALSE,20,22,0
"6643",0.9,5,30,2100,4.83705728918773,FALSE,FALSE,8,8,0
"6644",0.9,5,34.37,2100,4.40522954395525,FALSE,FALSE,9,10,0
"6645",0.9,5,25,2100,5.5414230005681,FALSE,FALSE,15,17,0
